,new_review
11557,맛2 / 양2 / 배달2 / 푸짐하게 잘 먹었어요-~~
11558,맛2 / 양2 / 배달2 / 자주 주문해요.오늘도 만족합니다.
11559,맛1 / 양1 / 배달1 / 양도 많고 맛도 좋고 넘좋아요
11560,맛0 / 양0 / 배달0 / 리뷰이벤트참여한다 햇는데 못보셧는지지참여가 안됫네요포장깔끔해서 좋고맛이나 양은 딱 배달보쌈느낌이네요
11561,맛1 / 양1 / 배달1 / 여기서 자주시켜먹어요 ㅋㅋ
11562,맛1 / 양1 / 배달1 / 너무 맛있게 먹었어요~
11563,맛2 / 양1 / 배달1 / 보쌈 중엔 미스터 마늘 보쌈이 최고 여기 막국수도 너무 맛있습니당
11564,맛2 / 양2 / 배달2 / 양도 많고 맛있습니다. 굿~~
11565,맛2 / 양2 / 배달2 / 리뷰깜빡했다 이제쓰네요ㅠㅠ죄송해요!ㅠ늘 친절하게 주문 받아주시고맛있고 너무 만족합니다!!ㅋㅋㅋ특히 막국수 너무맛있고 배달도 저녁시간인데예상보다 너무빨리와서 깜짝놀랐어요!ㅋㅋㅋ막국수땡길때마다 항상 여기 시켜서 먹어요!ㅋㅋㅋ
11567,"맛2 / 양2 / 배달2 / 보쌈, 오랜만에 먹었는데 정말 맛있네요 양도 적당 하고요~"
11568,"맛1 / 양1 / 배달2 / 매우 만족합니다. 지나가다 간판만 봤는데, 만족스럽네요. 다음에 또 시킬께요"
11569,맛2 / 양2 / 배달2 / 양도 많고 맛도 좋네요~~ 맛있게 한끼 잘 먹었습니다!!
11570,맛2 / 양2 / 배달1 / 언제나 믿고 먹는 보쌈~ 오늘도 너무 맛있게 잘먹었습니다~~^^
11571,맛2 / 양2 / 배달2 / 양도적당하고 맛있어요!
11572,맛1 / 양1 / 배달2 / 양이 좀 아쉬웠지만 그래두 배달이 빨리 와서 좋았어요~~
11574,맛1 / 양0 / 배달1 / 양이 좀작아요 ~~
11575,맛1 / 양1 / 배달2 / 족발은 약간 실망스러웠지만 나머지는 다 좋았어요~ 고기가 푸짐하진 않아도 전체적으로 3인에게 양이 딱 맞았습니다ㅎㅎ 다음에는 보쌈 세트로 시킬게요ㅋㅋㅋㅋ
11576,맛2 / 양2 / 배달2 / 보쌈은 여기서만시킴...제일맛있음
11577,맛2 / 양2 / 배달2 / 여기 항상 시켜먹어요~~~~
11578,맛2 / 양1 / 배달2 / 맛있었어요 근데 양이 생각보다 쬐끔 적은듯 했지만 맛있으니까^^ 만족
11579,맛2 / 양1 / 배달1 / 맛있게 잘 먹었습니다!!! :)
11580,맛2 / 양2 / 배달2 / 오늘은 댓글보고 올스타 주문했어요 헤헿 세가지 다 존맛입니다!!!!!!!👏👏배달도 엄청 빨랐어요👍👍👍다음에도 잘 부탁드립니다요~~~~
11581,맛2 / 양2 / 배달2 / 음식 안식게 뽁뽁이로 이중포장해주셨고고기상태 좋고 맛있고 푸짐합니다!!콜라랑 막국수도있는데 사진에 못담았네요ㅜㅜ항상 보쌈만 먹었었는데 족발도 넘 야들야들하고 맛났어요~3인이서먹었는데 다 못먹어서 족발은 좀 남겼네용ㅜㅜ배달은 예상시간보다 더 빠르게왔어요. 다음에 또 주문할게여!!ㅎㅎ
11582,맛1 / 양0 / 배달0 / 배달시간두 마니 늦고  막상와서 먹으려니 고기는 다식어있고  완존 실망이네요
11583,맛2 / 양2 / 배달2 / 두번째 시키는건데 역시 맛있네요. 잘먹었습니다!
11584,맛1 / 양1 / 배달1 / 세트에서 보쌈이 맛있어요
11585,맛2 / 양2 / 배달2 / 맛나게 잘먹었어용 또시킬게요
11586,맛2 / 양2 / 배달2 / 진짜맛있어요...ㅜㅜ 고기도 촉촉하니 비계만 있는것도 아니고 맛있고 김치도 맛있습니다!!!!!!!!!!!!!!!!!
11587,맛2 / 양2 / 배달2 / 역시 보쌈은 미보!!!!!! 인생 보쌈 맛집입니다!! 고민하지말고 주문하세요!
11588,맛2 / 양1 / 배달2 / 고기도 백김치도 무김치도 맛나요. 양이 좀 적네요.
11589,맛2 / 양2 / 배달2 / 너무 잘먹었어요!!!  항상 냄새도 않나고 맛있는 고기와 반찬 주셔서 감사합니다!!^^  서비스도 늘 친절하시고 다음에 또 먹을께요!!새해 복 많이 받으세요!!!!👍👍
11590,맛0 / 양1 / 배달0 / 연말이라는걸 생각하고 오래걸릴껄 예상하서 1시간반에 받은건 그렇다치고미리 대비한듯이 족발은 다 불디불어있고...보쌈은 말라서 퍽퍽하고...매번 시켜먹던 맛과 정성은 어디에서도 찾아볼수없었다.처음으로 실망...
11591,맛2 / 양2 / 배달2 / 너무 맛있어요~ 또 시켜먹을게요
11592,맛2 / 양2 / 배달2 / 포장이 참 깔끔해요!간혹 배달용기중에 비닐이 잘 안벗겨져서 불편한게 있는데 여기는 아주 깔끔히 잘 벗겨져서 재활용하기 아주 편하네요~^^ 무엇보다 맛있는 음식과 빠른 배달이 아주 좋습니다! 덕분에 잘 먹었습니다 감사합니다!
11593,맛2 / 양2 / 배달2 / 개꿀맛탱 ;;; ㅋ::;
11594,맛1 / 양1 / 배달1 / 파보쌈 주문하면서 아기랑 먹는다고파반 일반 반 으로 요청했더니 그렇게 주셨어요근데 제가 먹기에도 좀 질겨서아기가 먹기엔 아직 힘든가봐요맛은 있는데 고기가 질겨서 아쉬워용배달도 빠르고 구성은 항상 좋아요!
11595,맛2 / 양2 / 배달2 / 보쌈시킬때는 미스터보쌈이죠^^진짜 맛있어요ㅋㅋ그래서 보쌈시킬때는 꼭 미스터보쌈중에서도신도림점에서 주문합니다여기 보쌈 진짜 맛있어요 굿굿
11596,맛1 / 양1 / 배달1 / 배가고파서 사진은 못찍었어요~너무 맛있었는데보쌈족발셋트 시키면서 파추가매운맛을 시켰는데족발위에도 파보쌈위에도 파맛있었지만 둘다 매웠던게 딱 한가지 아쉬운점이네요.파추가를 족발이든 보쌈이든 반반이든 선택할수있으면 별5개였을꺼예요~~져구매의사 있습니다감사합니다
11597,맛2 / 양2 / 배달2 / 보쌈은 항상 여기서만 시켜먹어요 !!배달도 빠르고서비스도 최고예요 감사합니다
11598,맛1 / 양2 / 배달2 / 마늘소스가 너무 달았던거 빼고는 양도 푸짐하고 좋아요잘먹었습니다~
11599,맛2 / 양2 / 배달2 / 배달은 정말빨라요 맛도 맛나고 요쳥사항도 잘들어주셔서 감사요~~쿠폰은 전화주문만되나요?
11600,맛2 / 양2 / 배달2 / 배달빨라요김치도 맛있고 고기도 맛나요
11603,맛2 / 양1 / 배달1 / 배달은 좀 늦었는데 양도 많고 맛있게 잘 먹었습니다 ~~
11604,맛1 / 양2 / 배달1 / 배달은 좀 느렸던것 같은데 음식은 양도 괜찮고 맛있게 먹었어요~
11605,맛1 / 양1 / 배달2 / 늘 맛있게 먹었는데.. 오늘은 비계가 많은 부분이 와서 좀 아쉽네요.
11606,맛2 / 양2 / 배달2 / 깔끔하고 맛있어요 족발 보쌈은 늘 미스터를 이용해요
11607,맛1 / 양1 / 배달2 / 배달도 빠르고 양도 푸짐하고 맛있어요!^^
11610,맛2 / 양2 / 배달2 / 아이들이 닭고기를 아주 잘먹었습니다
11611,맛1 / 양1 / 배달1 / 모든게 다 아쉬웠습니다 ... 막국수는 다뿔코  고기는 다 식어서 오고 배달은 거의 한시간 반정도 지나서  도착했구요 배달이 너무 늦어서 저나했는데 출발하지도 않고 출발할때 저나주신다고 하셨는데 저나도 주시지 않았습니다 모든게 아쉽네요...
11612,맛1 / 양1 / 배달1 / 4인이 먹기엔 부족하고 맛도 그닥이었어요..
11613,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹었습니다 그리고 감사합니다
11614,맛2 / 양2 / 배달2 / 잘먹었습니다~~~~~
11617,맛2 / 양2 / 배달2 / 너무 맛잇어요~~ 배달도 점점 빨라지는것 같아서 좋아용 ㅎㅎ
11619,맛1 / 양2 / 배달2 / 보쌈은 너무 맛있는데 족발은 생각보다 별로 였어요 그래도 따뜻하게 먹으라고 보쌈이랑 족발을 뽁뽁이에 감싸주셔서 맛있게 잘먹었습니다!!
11620,맛1 / 양1 / 배달1 / 맛있어요~ 맨날 보쌈만 시켜봤는데 족발도 맛있네요~!
11621,맛2 / 양2 / 배달2 / 배달도 빠르고 너무 맛있게 잘 먹었습니다.
11622,맛2 / 양2 / 배달2 / 예상보다 빠른배달맛도 변함없이 좋습니다.
11623,맛2 / 양1 / 배달1 / 이미다  먹어버려 사진등록은  못해요...맛있게  잘  먹었습니다~
11624,맛2 / 양1 / 배달2 / 5가지 반찬대신에 양을 좀더 주시면 안될지..
11625,맛2 / 양1 / 배달2 / 여기 보쌈이 부드럽고 좋아요. 날씨 추워서 그런지 고기류는 따로 뽁뽁이 포장이 한번 더 되어있어더라구요 ㅋ 따뜻하라고 그런가봐요.
11626,맛2 / 양2 / 배달1 / 배달은 좀 늦었지만 맛있게 잘 먹었습니다.
11627,맛2 / 양2 / 배달2 / 넘맛나용 배달엄청빠름 요청사항들어주셔서 감사욥
11628,맛2 / 양2 / 배달2 / 진짜 포장도 깔끔하고 맛있네요
11629,맛2 / 양2 / 배달2 / 굿!!!!!~!~!
11630,맛2 / 양2 / 배달2 / 같은 프렌차이즈라도 맛의 차이가 있나봐요. 그래서 다른곳 주문 못하고 여기만 먹네요.
11632,맛1 / 양1 / 배달2 / 걍 그럭저럭입니다무김치에서 오래된 음식향이 나서 많이 못 먹었어요
11633,맛2 / 양2 / 배달2 / 마늘보쌈 강추합니다. 백김치도 맛있어서 추가했어요. 굿굿
11634,맛2 / 양2 / 배달2 / 메리 크리스마스.......
11635,맛1 / 양2 / 배달1 / 배달시간이 너무걸렸어요
11636,맛2 / 양2 / 배달2 / 언제나 맛있게 먹고 있어요~ 깔끔하게 배달도 빨라서 좋아요
11637,맛2 / 양2 / 배달2 / 미스터보쌈은 어느 가맹점에서 시켜도 일정수준 이상은 되는것 같아 좋습니다 배달도 빠르네요 잘먹었습니다
11638,맛2 / 양1 / 배달2 / 평점값 합니다.. 찬은 많이 없어요
11639,맛2 / 양2 / 배달2 / 할인가에 족보셋 먹었는데 양도 푸짐하고 넘 맛있어요
11640,맛1 / 양1 / 배달1 / 맛있는데 고기가 약간 오래된거 같은?? ㅜ 느낌..원래 미스터 보쌈 이런건지 모르겠어요! 근데 먹을만은해요
11641,맛2 / 양1 / 배달2 / 맛은 괜찮았지만 마늘 두군데에 다 뿌려져서 와서 아쉬웠어요
11642,맛1 / 양0 / 배달1 / 보쌈은 맛있는데 족발은 별로
11643,"맛2 / 양2 / 배달1 / 배달이 늦어진다는 연락이 없었고 배달 예정시간 50분을 훨씬 지나서야 배달이 왔어요,,그게 좀 많이 아쉬웠습니다음식은 맛있었고 양도 적당했고 그랬네요!"
11644,맛1 / 양1 / 배달2 / 네식구 먹기에 양은 충분 합니다
11645,"맛2 / 양2 / 배달1 / 맛은 정말 맛있어요 ,양도 푸짐콜라를 큰걸주셨네요휴일이라 배달이 조금 늦음급히 먹느라 사진은 못찍었네요"
11647,맛2 / 양2 / 배달2 / 늘 한결같이 맛있어서 여기서만 시켜먹어욬ㅋㅋㅋ 짱!!
11648,맛1 / 양1 / 배달1 / 보쌈이 말라있네요...ㅜ
11649,맛2 / 양2 / 배달2 / 가격도 타사에 비해 괜찮고 맛있네요
11650,맛2 / 양2 / 배달2 / 굿굿굿굿 굿굿굿굿
11651,맛2 / 양2 / 배달2 / 항상 만족합니다. 맛 납니다.
11652,맛2 / 양1 / 배달2 / 양은조금아쉽지만 맛은 좋아요~💙
11653,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도 있고 대만족입니다!
11654,맛2 / 양2 / 배달2 / 맛도 최고 위생도 최고!! 오늘도 잘 먹었습니다. 항상 잘먹구있어요^^👍
11655,맛2 / 양1 / 배달2 / 양이 조금 아쉽지만 맛있어요
11656,맛0 / 양0 / 배달0 / 아....돈이아까움.....느끼..함
11657,맛2 / 양2 / 배달2 / 배달도 예상시간내에 오고 맛있게 잘 먹었습니다.^^
11658,"맛2 / 양2 / 배달2 / 이 집 단골 몇년째에요.예상 시간보다 훨씬 빨리 도착했고,살코기 요청드려서 잘 받았어요.보쌈 좋아라 하는 엄마 때문에 6살 딸 아이도 보쌈 매니아에요.아빠, 엄마, 딸 셋이서 2인분 + 고기 추가 하면 아주 배부르게 먹어요.늘 깔끔하고 맛있어요~"
11659,맛2 / 양2 / 배달1 / 맛있어요 둘이먹기에 양도 많구 근데 배달시간70분 안내받았는데 진짜 70분 걸렸어요 ㅋㅋㅋ 조금 더 빠른배달이라면 더 자주 애용할것같아요!
11660,맛2 / 양0 / 배달2 / 2인분으로 시켰는데 1인분이 왔네요
11661,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다 : )
11662,맛2 / 양2 / 배달2 / 너무 맛있어요 잘먹엇습니다 ㅎㅎ
11663,맛2 / 양2 / 배달2 / 역시 오늘도 👍👍👍👍바쁠것 같은 시간 피해서 주문했더니 예상시간보다 빨리 와서 너무 맛있게 먹었어요~~~매주 먹어도 질리지 않는 맛!!다음주도 맛있게 부탁드려요🤗
11664,맛0 / 양0 / 배달0 / 맛과 양을 보기도 전에 일단 배달 예상시간보다 늦어지니 짜증나네여ㅋㅋ60분이내라더니 60분이 지나버리면 어쩌라구요
11665,맛2 / 양2 / 배달2 / 오늘 백김치 특히 맛나네요보쌈은 매일  맛나구여
11666,맛2 / 양1 / 배달2 / 굴 사서 같이먹었어요ㅎ
11667,맛2 / 양2 / 배달2 / 고기도 따뜻하고 부드러워서 너무 맛있어요! 남자 사장님께서 배달하시는거 같은데 항상 친절하셔서 기분 좋아지네요 ^^ 오늘도 정말 맛있게 먹었습니다 :)
11668,맛2 / 양2 / 배달2 / 맛있고 양이 진짜 많았어요! 엄청 배부르게 먹었습니다
11669,맛2 / 양2 / 배달2 / 맛있어요!!!!!!!!! 마니 파세용
11670,맛2 / 양2 / 배달2 / 사진은 깜빡맛있네요
11671,맛2 / 양1 / 배달1 / 배달이 약속한 50분보다 조금 더 늦어져서 아쉬웠지만 음식은 맛나더라구요~
11673,맛2 / 양2 / 배달2 / 저번에 배달 늦었다고 썻는데 이제 빨리오거 맛있어요!!
11674,맛2 / 양2 / 배달2 / 자주 시켜먹는데 오늘도 잘 먹었습니다.^^  고기도 맛나고 아주 알차고 야무지게 먹었네요.ㅎ 다음에도 시킬께요~~👍
11675,맛1 / 양1 / 배달1 / 자극적이지 않아요. 고추절임이 맛있고 무속은 조금더 익었으면 좋겠어요
11676,맛1 / 양1 / 배달0 / 엘베 내려간다고 음식던지듯...
11677,맛0 / 양0 / 배달0 / 고기에 비계가 너무많아요...잡내도 심하고요 거진 버렸어요
11679,맛2 / 양2 / 배달1 / 자주 주문해요.아이와 셋이서 2인분 + 고기 추가 딱 좋아요.배달은 50분 좀 안 걸렸어요.
11680,맛2 / 양2 / 배달2 / 보쌈 먹고프면 점 멀어도 꼭 미스터보쌈 시켜요. 깔끔하고 양도 적당하구요. 잘 먹었습니다.
11681,맛2 / 양2 / 배달1 / 리뷰이벤트 참여합니다~족발보다 보쌈이 역시 더 맛있었어요 세트 내용물도 알차고요~
11682,맛2 / 양1 / 배달2 / 양은 혼자서 거뜬히 먹을 수 있는 양입니당 ㅋㅋ첨 시켜봤는데 사진이랑 양이 달라서 놀랐어요 ㅋㅋ 그래도 맛있더라구여! 그리고 깔끔하게 포장되어있어서 참 좋아요! 분리수거하기 참 좋음요! 보쌈이랑 같이 먹기좋은 백김치랑 무김치!! 존맛탱! 많이 시켜드세용
11683,맛1 / 양1 / 배달2 / 뭐 그럭저럭 잘먹었어요~~~
11684,맛2 / 양2 / 배달2 / 쵝오 이벤트로 주신 콜라도 잘 먹었습니다 번창하세욜ㄹㄹㄹㄹ
11685,맛2 / 양1 / 배달1 / 맛있었습니다~~^^
11686,맛2 / 양2 / 배달1 / 역시 보쌈은 여기에요!!!아이가 넘 배고파해서 사진을 미처 못찍었네요 ㅠㅠ고기도 맛있고 양도 넉넉하고 맛있어요~
11687,맛2 / 양2 / 배달2 / 진짜 배부르게 잘먹었습니다 양도많고 둘이서먹기에도 많았네요
11689,맛1 / 양1 / 배달1 / 보족세트 둘이 먹기 양 꽤 많고 반찬도 푸짐하게 주시고 좋았어요~ 맛은 그럭저럭 잘 먹었습니다
11690,맛2 / 양1 / 배달1 / 맛이 있었는데 퇴근시간 시켜서인지 배달이 많이  늦어습니다
11691,맛2 / 양2 / 배달2 / 뭐.. 말이 필요없죠
11692,맛1 / 양1 / 배달1 / 음식이 양도 괜찮고 맛잇엇네요 덕분에 잘 먹엇습니다^~^
11693,맛2 / 양2 / 배달2 / 맛잇습니다. 보쌈생각날때마다먹어요
11694,맛2 / 양2 / 배달2 / 맛이써요!!!! 역시 미스터보쌈!!
11695,맛1 / 양1 / 배달1 / 양이 엄청 많네요 고기도 다양하구요 김치가 없는줄은 몰랏습니다만 맛잇게 먹엇습니다~
11696,맛2 / 양2 / 배달2 / 부모님도 맛나게 잘 드셨습니다. 겨울이라 음식이 좀 식어서 오는게 아쉽네요.
11697,맛2 / 양2 / 배달2 / 너무맛잇어요ㅜ보쌈최고 ~ 다음엔 고가 2번추가해여겟어욬ㅋㅋㅋㅋ넘맛잇음
11698,맛2 / 양2 / 배달2 / 굽는 방식을 바꾸셨는지 더 맛있어졌군요!
11699,맛2 / 양2 / 배달2 / 내 단골집 이되버렸음
11700,맛2 / 양2 / 배달2 / 이케포장되어옴. 멀리서 시켯는데 금방옴. 맛있음
11701,맛1 / 양1 / 배달1 / 맛나게 먹을게요 푸짐해요
11702,맛2 / 양2 / 배달1 / 처음이용했는데 만족스럽습니다
11703,맛2 / 양1 / 배달1 / 배달음식 긴가민가했는데 계속 시킬것 같네요
11704,맛1 / 양1 / 배달1 / 또 시켜 먹을겁니다 히히히
11705,맛2 / 양2 / 배달1 / 매번 보쌈만시키다가 닭고기랑 세트 먹어보려고시켜봤는데...ㅠㅠ 소스통이 깨져서 온통 간장범벅이됐네요.. 리뷰서비스는 사이다로 부탁드리고일회용안쓴다고 채크햇는데 콜라에 일회용수저가 왔네요ㅜㅜ  고기맛이나 구성은 좋앗는데 좀더신경 써주셨으면해서 아쉬운점때문에 별하나빼요..
11706,"맛2 / 양2 / 배달2 / 바쁠것같은 시간 피해서 주문했더니 겁나 빠르게 받았네요 ㅋㅋㅋ 개꿀~~ 오자마자 흡입했어요!! 맛,양,배달 모두 완벽 그 자체!! 곧 쿠폰 다 모아갑니다!!"
11707,맛2 / 양2 / 배달1 / 마늘보쌈 맛있내요. 다음에도 또시킬것 같내요
11708,맛1 / 양1 / 배달0 / 평점이 좋아서 기대하고 주문했는데 리뷰를 꼭써야겠다고 생각한점은 너무 늦게와서요ㅠ70분걸린다고 톡왔을때 주문취소할까하다가 다른가게들은 다 예상시간보다 빨리와서 좀더 일찍오겠지싶어서 기다렸는데.. 웬걸 70분도 지나고 20분이나 더 늦게 총 90분만에 왔습니다..아기를 키우고있어서 1분1초가 상황이 바뀌는데 아기가 그사이에 못기다리고 울까봐 그리고 너무 배고파서 기다리는데 너무 힘들었습니다 아무리 오늘 비가 오고 아무리 주문이 밀려도 이렇게까지 늦게오리라곤.. 남편이랑 거의 숨도안쉬고 10분만에 다 먹어야했네요..맛이랑 양은 만족..
11709,맛1 / 양0 / 배달0 / 맛있음 근데 배달까지 2시간 걸림2시간 기다리면서 먹을 맛은 아님분명 도착 예정시간은 7시인데 지금 8시 5분임그러면서 배달원이나 여기직원이나 미안하단 소리도 없음 하다못해 서비스라도 주던가주문이 밀리고 사고가 났다? 그럼 미리 알려주단가참 운영 잘하시는듯
11710,맛2 / 양2 / 배달1 / 맛있습니다 많이들 구매하숑
11711,맛2 / 양1 / 배달2 / 괜찮았습니다 ㅎㅎㅎㅎ
11713,맛2 / 양2 / 배달2 / 맛있어요!!! 😊
11715,맛2 / 양2 / 배달2 / 역시 변함 없는 맛. 맛있어요 단골입니다.
11716,맛2 / 양2 / 배달2 / 족발이랑 보쌈 반반 먹었는데 맛있어요!!생각보다 막국수가 너무너무 맛있어서 깜짝놀랐어요 ㅋㅋㅋ
11717,맛2 / 양2 / 배달1 / 맛있게 잘먹었습니다 ㅜㅜ 배달이 1시간이 넘어서 너무 슬펏고요.. 그래도 맛은 최고네요!
11718,맛2 / 양2 / 배달2 / 너무 맛있게 먹었어요ㅠㅠㅠㅠㅠ 저 혼자 먹다가 가족들이랑도 같이 맛있게 먹었네요 족발도 정말 맛있어요 강추강추!!!!! 맛있게 잘 먹었습니다!!!:)
11719,맛2 / 양2 / 배달2 / 푸짐하고 맛과 정성이느껴져요! 또시킬게요~~
11720,맛2 / 양2 / 배달2 / 배달 빨리왔고 두명이서 먹기에 아주 푸짐했습니다^^야채가 다양하고 많아서 더 먹기 좋았던것 같아요!! 굿굿아! 그리고 아내는 너무 깔끔해서 좋다고 합니다!
11721,맛2 / 양2 / 배달2 / 굿굿! 너무맛있었어요!!
11722,맛2 / 양2 / 배달2 / 배달도 빠르고 포장도 깔끔하게 왔고 보쌈도 맛있었어요~
11723,맛2 / 양2 / 배달2 / 맛나요~~~또시킬께요~~^^
11724,맛2 / 양2 / 배달2 / 서비스짱 가족이많아서 또시켰어요 굽닭 양좀더많인지면좋겠어요♡.♡
11725,맛2 / 양2 / 배달2 / 진짜 너무 맛있어요 존맛탱
11726,맛1 / 양1 / 배달1 / 그럭저럭 잘 먹었습니다.
11727,"맛2 / 양1 / 배달1 / 자주 시켜 먹는데, 냄새도 안나고 맛있게 먹었어요. 많이 느까하지도 않고, 추천합니다."
11728,맛2 / 양2 / 배달2 / 이제 콜라는 큰 거 안 주셔서 아쉽지만 요청 사항 잘 들어주셔서 감사합니다^^훈제 맛이 궁금해서 반반 시켰는데 개인적으로 일반이 낫네요^^;
11729,맛2 / 양2 / 배달2 / 고기도 부드럽고 맛좋아요 다음엔 4인분 시켜멋어야겠어요
11730,맛1 / 양1 / 배달1 / 훈제 보쌈 강추!!
11731,맛2 / 양2 / 배달2 / 언제나 최고입니다. 부모님도 좋아하세요.
11732,맛2 / 양2 / 배달2 / 항상 잘 먹고 있습니다 최고의 맛집!!!!!!
11733,맛2 / 양2 / 배달2 / 2인분 시켜서 맛있게 잘 먹었습니다!
11734,맛2 / 양2 / 배달2 / 배고파서 정신없이 먹느라 사진을 못찍었네요ㅠ포장 스타일 깔끄음하고 음식도 맛나게  잘 먹었습니다막국수도 맛있었지만 저희 입맛엔 쪼끔 매웠어요 ㅎㅎ담엔 사진도 같이 올릴께요~~
11735,맛2 / 양2 / 배달2 / 먼데서 시켰는데 와주셨네요 감사합니다
11736,맛2 / 양2 / 배달2 / 진짜 맛났어요 ㅜㅜ 또 먹고 싶네요
11737,맛0 / 양1 / 배달2 / 기대 이하였습니다.그래도 번창하세요
11738,맛1 / 양1 / 배달1 / 양은 3명이서 먹기좋고 보쌈 맛있네요
11739,맛0 / 양0 / 배달0 / 55분-60분 대기라고 해서 주문했는데 100분은 가뿐하게 넘기네요 심지어 아직도 도착안함!와 대단해!
11740,맛1 / 양1 / 배달0 / 배달 너무늦네요60분안에온다는거 최소 70분까진 이해해볼랬는데1시간 40분 걸렸네요 다식어서 오고 실망입니다
11741,맛2 / 양2 / 배달2 / 주말마다 시켜먹습니다 요청사항 잘 들어주시고 친절합니다 매주 시켜먹을게요
11742,맛2 / 양2 / 배달2 / !굿!!!!!!!!
11743,맛2 / 양2 / 배달2 / 따뜻하게 배달 잘 왔고 고기도 연하고 맛있어요~서비스 콜라도 잘 받았네요^^다음에 또 주문할께요~
11744,맛2 / 양2 / 배달2 / 정말 맛있게 생겨서 정말맛있습니다
11746,맛1 / 양1 / 배달1 / 막구수는 별로네요 고기는 그럭저럭이에요
11747,맛1 / 양1 / 배달2 / 배달 개 빠름.족발은 그저 그렇코  보쌈은 괘않음.
11748,맛2 / 양2 / 배달1 / 배달이 좀 늦었지만  음식은 깔끔하고 잡내안나서 맛있게 잘먹었어요..생각날때 종종시켜먹을께요~대박나세요
11749,맛2 / 양2 / 배달2 / 맛잇어요 너무맛잇어요
11752,맛2 / 양2 / 배달2 / 존맛탱 번창하셔서 부자되세영
11753,맛2 / 양2 / 배달2 / 늘 너무 맛잇어요ㅠㅠ급하게 먹다가 사진을 ㅠㅠ
11754,맛2 / 양2 / 배달2 / 짱 맛있어서 간간히 시켜먹는데 맛있어요 항상
11755,맛2 / 양2 / 배달2 / 너무 맛있었어요!!!! 만족스럽습니다
11756,맛2 / 양2 / 배달2 / 오랜만에 시켜먹네요 역시맛나용
11757,맛1 / 양1 / 배달1 / 냄새가 조금 나지만 그래도 맛은 좋아요
11758,맛2 / 양2 / 배달1 / 배달2시간걸렸지만...
11759,"맛2 / 양2 / 배달2 / 양도 푸짐,  소스드 듬뿍, 거기에 배송까지 만족합니다"
11760,맛1 / 양1 / 배달2 / 배달은 빨랐는데 오늘따라 고기 부위가 부서지고 퍽퍽한 부위로만 왔네요 이런적은 없었는데 좀 아쉽네요
11761,맛2 / 양2 / 배달2 / 양도 푸짐하고 맛도 좋고 강추합니다리뷰잘안쓰는데 진짜 맛있네요 굿~비도 오는데 배달도 빨리와주셨어요ㅠ감사합니다
11762,맛2 / 양2 / 배달2 / 다른지점이 너무 별로라 걱정했는데 아주 맛있습니다 고기 사이드 다 최고에요 자주 시켜먹겠습니다
11763,맛2 / 양2 / 배달2 / 맛있게 먹었네양도 적당해서족발추가한것 뜯지도 않고 냉장고로
11764,맛2 / 양2 / 배달0 / 배달하다 쏟았나봐요~ 맛엔 문제가 없어요
11765,맛0 / 양0 / 배달0 / 2인분은 아닌거같네요
11766,맛2 / 양1 / 배달2 / 남자 둘이 2인은 조금 부족
11767,맛2 / 양1 / 배달2 / 족발이 약간 서운한 맛  많이 퍽퍽느낌보쌈은 여전히 맛있어서 금새 다 먹었네요
11768,맛2 / 양2 / 배달2 / 비오는날 배달해주셔서 감사합니다
11769,맛2 / 양2 / 배달2 / 배달 30분만에 와서 좋았어요~둘이서 맛있게 잘먹었네요~번창하세욤^^
11770,맛0 / 양0 / 배달2 / 배달은 빠르고 좋아ㅛ는데 맛이 그냥 그래요이렇게 붙어잇는 족발은 첨이예요
11771,맛2 / 양2 / 배달2 / 배달잘받았고 정말맛있습니다배달원분 비도오는데 수고많으셧습니다
11772,맛2 / 양2 / 배달2 / 언제나 일정한 맛! 맛있어요
11773,맛2 / 양2 / 배달2 / 잘 먹었습니다.백김치가 괜찮구요 포장도 뜯기 편하고 깔끔해서 좋네요
11774,맛1 / 양2 / 배달2 / 맛있어요 쌈이 없는게 아쉽ㅜㅜㅜ
11775,맛1 / 양1 / 배달1 / 보쌈맛있어영!족발은그냥저냥ㅎ
11776,맛2 / 양2 / 배달1 / 역시 맛있습니다! 굿~!
11777,맛1 / 양1 / 배달1 / 맛있고 양도 괜찮았어요 ㅎㅎ아쉬운건 쌈싸먹을 상추나 깻잎이 없다는게...ㅠㅠ그래도 밑반찬이 맛있네용 ㅎㅎ
11778,맛2 / 양2 / 배달2 / 맛있어요보쌈만세.
11779,맛2 / 양1 / 배달2 / 양도 적당하고 맛있었어요!! 다음에 또 시켜 먹고 싶어요:)
11781,맛2 / 양1 / 배달0 / 보쌈  맛은 괜찮은데 배달이 넘 늦어요~80분정도 기다렸네요~
11782,맛1 / 양1 / 배달1 / 아...포장을 너무 잘못 하신 거 같아요 마늘추가 옵션했는데 소스 봉투에 다 범벅돼서 왔어요...
11783,"맛2 / 양2 / 배달2 / 맛있어요~^^ 포장도 꼼꼼하고,3인분 주문했는데, 양도 많아요 감사합니다. 또 주문할게요~"
11784,맛1 / 양1 / 배달2 / 처음 주문 맛있어요
